-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2015 through 12/31/2020 in UTC
Location: Latitude  28.627   Longitude 77.172 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 230.32 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
CLRSKY_SFC_SW_DWN     CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M                 MERRA-2 Wind Direction at 10 Meters (Degrees) 
PS                    MERRA-2 Surface Pressure (kPa) 
PSC                   MERRA-2 Corrected Atmospheric Pressure (Adjusted For Site Elevation) (kPa) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,T2M,RH2M,WS10M,WD10M,PS,PSC
2019,9,3,2,192.18,262.5,31.46,63.55,1.09,80.5,97.6,97.46
2019,9,3,3,345.12,462.77,33.42,55.88,0.91,45.4,97.63,97.49
2019,9,3,4,591.33,629.72,34.5,52.82,1.23,27.0,97.64,97.5
2019,9,3,5,611.6,762.0,35.36,50.53,1.55,26.9,97.6,97.47
2019,9,3,6,582.3,746.0,36.05,48.54,1.78,31.5,97.53,97.39
2019,9,3,7,638.97,711.6,36.41,47.24,1.89,32.0,97.44,97.3
2019,9,3,8,525.62,618.1,36.48,46.46,1.82,32.2,97.35,97.21
2019,9,3,9,407.8,481.12,36.21,47.2,1.58,33.1,97.28,97.15
2019,9,3,10,287.15,333.9,35.86,48.18,1.29,36.8,97.24,97.11
2019,9,3,11,149.05,178.62,35.4,50.53,0.91,46.3,97.24,97.1
2019,9,3,12,42.12,44.97,34.42,54.31,0.73,65.9,97.27,97.13
2019,9,3,13,0.0,0.0,32.96,65.55,0.76,93.8,97.32,97.18
2019,9,3,14,0.0,0.0,32.09,70.26,0.91,112.6,97.38,97.24
2019,9,3,15,0.0,0.0,31.4,74.1,0.94,129.4,97.45,97.31
2019,9,3,16,0.0,0.0,30.85,76.31,0.87,144.3,97.47,97.33
2019,9,3,17,0.0,0.0,30.52,76.54,0.61,156.8,97.47,97.33
2019,9,3,18,0.0,0.0,30.39,74.56,0.08,166.0,97.46,97.32
2019,9,3,19,0.0,0.0,29.93,75.87,0.66,0.0,97.41,97.27
2019,9,3,20,0.0,0.0,29.0,82.83,1.23,9.8,97.37,97.23
2019,9,3,21,0.0,0.0,28.5,84.75,1.46,17.6,97.36,97.22
2019,9,3,22,0.0,0.0,28.18,85.82,1.46,22.5,97.36,97.22
2019,9,3,23,0.0,0.0,27.9,86.97,1.43,28.0,97.39,97.25
2019,9,4,0,5.35,5.38,27.71,87.93,1.39,32.7,97.42,97.28
2019,9,4,1,68.75,86.32,28.37,83.5,1.94,34.1,97.46,97.32
2019,9,4,2,173.62,250.85,29.78,76.45,2.09,38.0,97.5,97.36
2019,9,4,3,272.2,440.08,32.18,64.98,2.44,47.8,97.52,97.38
2019,9,4,4,360.25,612.72,33.74,58.16,2.97,52.0,97.52,97.39
2019,9,4,5,519.65,748.05,34.68,54.15,3.42,54.3,97.49,97.35
2019,9,4,6,576.97,725.7,35.27,51.66,3.64,58.1,97.43,97.3
2019,9,4,7,607.72,705.7,35.47,50.5,3.57,63.9,97.35,97.22
2019,9,4,8,549.8,638.92,35.4,50.29,3.12,72.5,97.29,97.16
2019,9,4,9,424.15,509.5,34.99,51.33,2.3,86.3,97.25,97.11
2019,9,4,10,314.85,343.3,34.46,53.33,1.62,106.5,97.23,97.09
2019,9,4,11,156.0,172.8,33.93,56.34,1.29,119.1,97.23,97.1
2019,9,4,12,42.62,44.38,33.0,60.26,1.31,125.4,97.25,97.11
2019,9,4,13,0.0,0.0,31.23,73.29,1.6,138.5,97.29,97.15
2019,9,4,14,0.0,0.0,30.37,76.29,2.33,152.1,97.34,97.2
2019,9,4,15,0.0,0.0,29.63,79.66,3.2,163.3,97.42,97.28
2019,9,4,16,0.0,0.0,28.87,84.48,3.59,170.9,97.45,97.31
2019,9,4,17,0.0,0.0,28.32,88.3,3.48,174.4,97.46,97.32
2019,9,4,18,0.0,0.0,27.96,90.64,3.11,176.3,97.44,97.3
2019,9,4,19,0.0,0.0,27.71,92.03,2.59,177.3,97.42,97.28
2019,9,4,20,0.0,0.0,27.56,92.78,2.03,175.5,97.4,97.26
2019,9,4,21,0.0,0.0,27.43,93.44,1.6,170.3,97.39,97.25
2019,9,4,22,0.0,0.0,27.3,93.92,1.5,165.3,97.42,97.27
2019,9,4,23,0.0,0.0,27.18,94.07,1.56,163.2,97.45,97.31
2019,9,5,0,5.7,5.95,27.05,94.16,1.63,165.0,97.5,97.36
2019,9,5,1,78.55,101.8,27.72,90.18,2.59,169.3,97.56,97.42
2019,9,5,2,205.85,286.3,29.01,81.89,2.82,172.5,97.62,97.48
2019,9,5,3,338.42,487.52,30.91,70.37,2.54,162.6,97.65,97.51
2019,9,5,4,503.6,664.65,32.49,62.52,2.18,139.5,97.63,97.5
2019,9,5,5,641.75,788.42,33.79,57.62,2.06,118.4,97.58,97.45
2019,9,5,6,719.8,843.53,34.89,53.59,2.07,104.2,97.51,97.38
2019,9,5,7,571.75,828.4,35.74,50.41,2.03,94.8,97.43,97.29
2019,9,5,8,496.1,744.12,36.11,48.56,1.98,86.8,97.33,97.19
2019,9,5,9,382.62,597.92,36.05,48.12,1.83,84.7,97.26,97.12
2019,9,5,10,272.83,414.0,35.9,47.87,1.69,87.3,97.21,97.08
2019,9,5,11,149.0,217.73,35.21,50.72,1.7,94.7,97.2,97.07
2019,9,5,12,38.62,51.4,33.77,56.42,1.82,107.9,97.21,97.07
2019,9,5,13,0.0,0.0,31.74,69.57,1.69,122.5,97.24,97.1
2019,9,5,14,0.0,0.0,30.83,73.06,2.04,138.2,97.28,97.14
2019,9,5,15,0.0,0.0,30.12,76.46,2.26,150.6,97.34,97.2
2019,9,5,16,0.0,0.0,29.53,79.63,2.18,159.6,97.37,97.23
2019,9,5,17,0.0,0.0,29.06,82.4,1.95,164.3,97.38,97.24
2019,9,5,18,0.0,0.0,28.7,84.37,1.69,165.2,97.38,97.25
2019,9,5,19,0.0,0.0,28.3,86.5,1.34,164.0,97.37,97.23
2019,9,5,20,0.0,0.0,28.01,88.23,1.06,157.8,97.35,97.21
2019,9,5,21,0.0,0.0,27.82,89.38,0.94,146.3,97.34,97.2
2019,9,5,22,0.0,0.0,27.65,90.07,1.0,133.4,97.35,97.21
2019,9,5,23,0.0,0.0,27.45,90.74,1.16,127.3,97.38,97.24
2019,9,6,0,5.85,5.9,27.26,91.32,1.28,128.7,97.41,97.27
2019,9,6,1,98.4,105.43,28.14,86.14,1.96,131.9,97.46,97.31
2019,9,6,2,261.8,294.9,29.87,76.53,2.29,138.4,97.5,97.36
2019,9,6,3,462.83,495.38,31.32,69.49,2.2,142.6,97.52,97.38
2019,9,6,4,555.72,670.22,32.13,66.08,1.72,139.3,97.51,97.37
2019,9,6,5,511.83,794.47,32.72,63.37,1.25,132.7,97.48,97.34
2019,9,6,6,694.17,821.12,33.12,61.15,0.97,118.9,97.43,97.29
2019,9,6,7,688.8,801.88,33.34,59.88,0.86,99.4,97.35,97.22
2019,9,6,8,579.7,711.95,33.51,59.0,0.9,79.1,97.28,97.14
2019,9,6,9,431.4,568.03,33.56,58.36,0.79,65.4,97.22,97.08
2019,9,6,10,263.85,381.67,33.52,58.21,0.65,58.3,97.19,97.05
2019,9,6,11,134.82,187.98,33.31,59.55,0.54,63.4,97.19,97.05
2019,9,6,12,35.75,42.85,32.8,62.08,0.39,90.0,97.2,97.06
2019,9,6,13,0.0,0.0,31.83,66.63,0.55,141.7,97.23,97.09
2019,9,6,14,0.0,0.0,31.29,69.86,0.86,164.5,97.27,97.13
2019,9,6,15,0.0,0.0,30.62,72.06,1.28,171.9,97.31,97.17
2019,9,6,16,0.0,0.0,29.78,76.76,1.66,175.5,97.33,97.19
2019,9,6,17,0.0,0.0,29.23,79.01,1.83,180.3,97.35,97.21
2019,9,6,18,0.0,0.0,28.85,80.41,1.84,187.2,97.33,97.2
2019,9,6,19,0.0,0.0,28.49,82.05,1.78,194.3,97.31,97.17
2019,9,6,20,0.0,0.0,28.17,83.73,1.65,200.6,97.29,97.15
2019,9,6,21,0.0,0.0,27.9,85.16,1.48,204.0,97.27,97.13
2019,9,6,22,0.0,0.0,27.74,85.79,1.29,200.0,97.26,97.12
2019,9,6,23,0.0,0.0,27.59,86.35,1.17,185.9,97.28,97.14
2019,9,7,0,5.25,5.5,27.38,87.88,1.2,169.9,97.32,97.18
2019,9,7,1,81.3,100.2,28.24,84.1,1.58,161.9,97.38,97.24
2019,9,7,2,219.93,284.35,29.66,76.9,2.18,160.4,97.44,97.31
2019,9,7,3,373.35,478.77,31.19,70.35,2.77,162.2,97.49,97.35
2019,9,7,4,499.62,611.1,31.94,68.23,2.78,164.1,97.5,97.36
2019,9,7,5,630.2,766.85,32.26,67.54,2.46,167.1,97.48,97.34
2019,9,7,6,644.9,760.85,32.25,67.92,2.07,167.7,97.43,97.3
2019,9,7,7,463.25,738.8,32.18,68.4,1.67,163.3,97.37,97.23
2019,9,7,8,399.85,659.53,32.14,68.25,1.3,155.4,97.3,97.16
2019,9,7,9,134.52,518.58,32.13,67.69,1.01,143.0,97.25,97.12
2019,9,7,10,198.75,351.58,32.03,68.06,1.03,132.2,97.25,97.11
2019,9,7,11,99.62,174.75,31.91,69.03,1.11,129.9,97.27,97.13
2019,9,7,12,26.2,39.5,31.14,73.74,1.2,129.3,97.29,97.16
2019,9,7,13,0.0,0.0,29.8,83.32,1.38,132.9,97.33,97.2
2019,9,7,14,0.0,0.0,29.26,84.47,1.68,136.7,97.41,97.27
2019,9,7,15,0.0,0.0,28.85,85.83,1.77,142.8,97.47,97.34
2019,9,7,16,0.0,0.0,28.54,87.31,1.65,150.9,97.52,97.38
2019,9,7,17,0.0,0.0,28.26,88.83,1.44,156.3,97.53,97.39
2019,9,7,18,0.0,0.0,28.02,89.88,1.19,153.6,97.53,97.39
2019,9,7,19,0.0,0.0,27.87,90.0,0.92,136.8,97.51,97.37
2019,9,7,20,0.0,0.0,27.62,90.87,0.78,97.4,97.51,97.37
2019,9,7,21,0.0,0.0,27.25,92.89,0.94,72.0,97.5,97.36
2019,9,7,22,0.0,0.0,26.96,94.36,1.14,67.3,97.5,97.36
2019,9,7,23,0.0,0.0,26.74,95.18,1.27,70.1,97.53,97.39
2019,9,8,0,5.12,5.05,26.61,95.68,1.32,76.9,97.57,97.43
2019,9,8,1,85.43,94.78,27.24,92.89,1.85,87.2,97.62,97.47
2019,9,8,2,205.62,273.3,28.17,88.58,2.31,97.2,97.67,97.53
2019,9,8,3,390.52,468.4,29.49,81.76,2.6,101.5,97.7,97.56
2019,9,8,4,566.95,641.88,30.75,74.64,2.59,101.8,97.7,97.56
2019,9,8,5,713.3,766.22,31.59,69.9,2.37,97.3,97.69,97.55
2019,9,8,6,796.53,825.7,32.07,66.91,2.12,88.9,97.65,97.51
2019,9,8,7,746.95,804.9,32.57,63.92,2.07,79.4,97.59,97.45
2019,9,8,8,652.95,708.47,33.21,61.01,2.08,70.0,97.51,97.37
2019,9,8,9,530.6,564.58,33.33,59.72,2.01,60.8,97.43,97.3
2019,9,8,10,359.65,382.75,33.27,59.47,1.86,52.2,97.38,97.24
2019,9,8,11,178.8,192.5,32.98,61.49,1.68,43.8,97.35,97.21
2019,9,8,12,41.53,43.55,32.07,66.9,1.44,39.1,97.35,97.21
2019,9,8,13,0.0,0.0,30.9,74.81,1.25,46.0,97.37,97.23
2019,9,8,14,0.0,0.0,30.72,72.89,1.17,51.6,97.41,97.27
2019,9,8,15,0.0,0.0,30.57,72.07,1.02,54.6,97.47,97.33
2019,9,8,16,0.0,0.0,30.23,72.01,0.9,53.1,97.5,97.36
2019,9,8,17,0.0,0.0,29.77,73.0,0.93,44.6,97.52,97.38
2019,9,8,18,0.0,0.0,29.1,76.12,1.17,35.6,97.53,97.39
2019,9,8,19,0.0,0.0,28.18,80.8,1.52,29.9,97.53,97.38
2019,9,8,20,0.0,0.0,27.32,84.02,1.85,30.2,97.5,97.36
2019,9,8,21,0.0,0.0,26.7,85.27,2.01,32.6,97.47,97.33
2019,9,8,22,0.0,0.0,26.2,86.65,2.02,35.7,97.47,97.33
2019,9,8,23,0.0,0.0,25.75,88.13,1.97,40.3,97.49,97.34
2019,9,9,0,4.93,5.05,25.46,89.06,1.81,46.3,97.5,97.36
2019,9,9,1,87.78,95.85,27.02,83.04,1.58,54.8,97.53,97.39
2019,9,9,2,226.88,271.83,29.17,72.77,1.24,66.3,97.57,97.43
2019,9,9,3,403.9,446.27,32.1,59.84,0.85,35.4,97.59,97.46
2019,9,9,4,628.7,640.5,33.64,53.06,1.28,354.2,97.59,97.45
2019,9,9,5,717.7,772.17,34.81,48.29,1.76,350.2,97.55,97.41
2019,9,9,6,824.05,831.97,35.46,45.36,2.06,353.6,97.49,97.35
2019,9,9,7,756.25,814.58,35.92,43.7,2.26,357.2,97.41,97.28
2019,9,9,8,706.88,727.7,36.12,42.8,2.45,359.1,97.32,97.19
2019,9,9,9,554.92,576.85,36.08,42.7,2.61,358.0,97.24,97.11
2019,9,9,10,370.1,386.9,35.49,45.02,2.74,356.7,97.2,97.06
2019,9,9,11,180.88,189.5,34.61,47.76,2.92,356.3,97.19,97.05
2019,9,9,12,39.05,39.97,32.24,61.76,2.34,357.6,97.2,97.06
2019,9,9,13,0.0,0.0,29.97,72.39,2.27,2.3,97.23,97.1
2019,9,9,14,0.0,0.0,29.15,75.82,2.27,8.6,97.28,97.15
2019,9,9,15,0.0,0.0,28.46,78.69,2.18,19.0,97.35,97.21
2019,9,9,16,0.0,0.0,27.88,80.36,2.08,33.2,97.38,97.24
2019,9,9,17,0.0,0.0,27.41,81.03,2.04,51.6,97.41,97.27
2019,9,9,18,0.0,0.0,26.92,81.73,2.14,69.4,97.44,97.3
2019,9,9,19,0.0,0.0,26.52,82.17,2.24,80.7,97.43,97.29
2019,9,9,20,0.0,0.0,26.18,82.56,2.23,86.7,97.41,97.27
2019,9,9,21,0.0,0.0,25.93,83.04,2.06,90.6,97.39,97.25
2019,9,9,22,0.0,0.0,25.83,82.85,1.75,95.3,97.4,97.25
2019,9,9,23,0.0,0.0,25.93,81.04,1.36,101.1,97.4,97.26
2019,9,10,0,4.57,4.82,26.14,78.41,0.91,104.0,97.4,97.26
2019,9,10,1,84.68,91.93,27.18,75.55,0.4,100.2,97.41,97.27
2019,9,10,2,228.35,259.23,28.83,69.66,0.38,153.4,97.46,97.32
2019,9,10,3,416.33,445.08,32.48,51.74,0.77,317.6,97.5,97.37
2019,9,10,4,572.88,613.85,34.51,44.82,1.97,322.8,97.53,97.39
2019,9,10,5,725.72,739.12,35.51,43.01,2.52,322.9,97.5,97.36
2019,9,10,6,747.5,762.33,36.35,41.07,3.03,326.0,97.43,97.29
2019,9,10,7,721.47,741.72,36.8,39.79,3.24,331.5,97.35,97.21
2019,9,10,8,624.0,653.35,37.04,38.85,3.24,337.5,97.26,97.12
2019,9,10,9,486.23,511.0,36.77,39.0,3.11,345.1,97.19,97.06
2019,9,10,10,324.3,334.08,36.24,40.03,2.9,352.9,97.16,97.03
2019,9,10,11,158.7,162.25,35.36,42.47,2.6,359.8,97.16,97.03
2019,9,10,12,32.33,32.9,33.01,55.56,1.94,13.7,97.19,97.06
2019,9,10,13,0.0,0.0,30.49,66.86,2.06,36.7,97.26,97.12
2019,9,10,14,0.0,0.0,29.48,69.65,2.22,50.3,97.34,97.2
2019,9,10,15,0.0,0.0,28.71,71.91,2.29,58.0,97.43,97.29
2019,9,10,16,0.0,0.0,28.11,73.73,2.28,63.4,97.47,97.33
2019,9,10,17,0.0,0.0,27.61,75.22,2.26,68.2,97.49,97.35
2019,9,10,18,0.0,0.0,27.18,76.46,2.23,71.4,97.5,97.36
2019,9,10,19,0.0,0.0,26.73,77.71,2.2,72.6,97.48,97.34
2019,9,10,20,0.0,0.0,26.25,78.85,2.17,72.3,97.46,97.32
2019,9,10,21,0.0,0.0,25.82,79.99,2.12,73.3,97.45,97.31
2019,9,10,22,0.0,0.0,25.46,81.15,2.01,78.0,97.45,97.31
2019,9,10,23,0.0,0.0,25.11,82.4,1.94,93.0,97.48,97.34
2019,9,11,0,4.15,4.3,24.81,84.1,1.99,116.8,97.55,97.4
2019,9,11,1,78.95,82.88,26.27,79.15,2.33,139.2,97.62,97.47
2019,9,11,2,226.85,243.38,27.97,71.32,2.66,153.9,97.68,97.54
2019,9,11,3,412.7,436.95,30.94,60.56,2.1,167.6,97.71,97.57
2019,9,11,4,594.2,596.4,34.39,45.2,1.04,201.4,97.7,97.56
2019,9,11,5,717.67,736.95,36.02,40.23,0.63,309.2,97.65,97.52
2019,9,11,6,795.4,802.95,36.95,37.3,1.16,338.3,97.58,97.45
2019,9,11,7,765.33,787.62,37.58,35.47,1.57,346.8,97.51,97.37
2019,9,11,8,665.92,700.0,37.84,34.5,1.94,352.0,97.42,97.28
2019,9,11,9,519.33,555.3,37.89,33.78,2.11,356.7,97.36,97.23
2019,9,11,10,354.35,369.08,37.46,34.87,2.12,2.7,97.33,97.2
2019,9,11,11,169.57,176.48,36.8,34.94,2.1,9.3,97.34,97.2
2019,9,11,12,34.45,35.1,34.12,51.65,1.6,25.6,97.36,97.22
2019,9,11,13,0.0,0.0,32.06,56.04,1.8,49.7,97.4,97.26
2019,9,11,14,0.0,0.0,31.11,57.97,1.88,65.5,97.47,97.33
2019,9,11,15,0.0,0.0,30.36,59.23,1.86,76.9,97.54,97.4
2019,9,11,16,0.0,0.0,29.74,59.89,1.74,88.0,97.57,97.43
2019,9,11,17,0.0,0.0,29.2,60.3,1.58,102.8,97.57,97.43
2019,9,11,18,0.0,0.0,28.65,61.0,1.48,115.7,97.57,97.42
2019,9,11,19,0.0,0.0,28.02,62.49,1.47,120.2,97.56,97.42
2019,9,11,20,0.0,0.0,27.34,64.81,1.54,123.4,97.56,97.42
2019,9,11,21,0.0,0.0,26.71,67.51,1.64,126.8,97.55,97.41
2019,9,11,22,0.0,0.0,26.29,69.17,1.66,132.1,97.57,97.43
2019,9,11,23,0.0,0.0,26.13,69.21,1.54,141.1,97.6,97.45
2019,9,12,0,4.18,4.38,26.04,69.06,1.4,154.5,97.63,97.49
2019,9,12,1,79.78,89.0,27.06,69.33,1.38,170.8,97.69,97.55
2019,9,12,2,228.6,264.1,28.81,58.81,1.54,178.1,97.77,97.63
2019,9,12,3,398.5,458.38,32.23,48.9,2.08,173.7,97.82,97.68
2019,9,12,4,535.9,623.83,35.38,39.63,1.89,173.3,97.83,97.7
2019,9,12,5,653.25,743.4,37.01,37.04,0.6,140.4,97.8,97.66
2019,9,12,6,666.3,745.53,38.12,35.45,1.07,29.0,97.74,97.6
2019,9,12,7,601.0,724.4,38.66,34.92,1.99,16.6,97.65,97.51
2019,9,12,8,471.75,631.8,38.69,35.01,2.56,14.3,97.55,97.42
2019,9,12,9,381.25,497.3,38.13,37.02,2.61,19.7,97.48,97.34
2019,9,12,10,246.65,322.75,37.29,38.49,2.65,31.1,97.46,97.32
2019,9,12,11,126.9,149.12,35.92,42.91,2.48,45.8,97.46,97.32
2019,9,12,12,28.55,28.33,33.46,58.16,2.18,67.1,97.47,97.34
2019,9,12,13,0.0,0.0,31.69,62.32,2.6,87.6,97.52,97.38
2019,9,12,14,0.0,0.0,30.91,63.58,2.84,104.5,97.59,97.45
2019,9,12,15,0.0,0.0,30.22,66.54,2.96,120.0,97.66,97.52
2019,9,12,16,0.0,0.0,29.57,71.4,3.27,132.8,97.71,97.57
2019,9,12,17,0.0,0.0,28.83,77.83,3.83,141.2,97.74,97.6
2019,9,12,18,0.0,0.0,28.12,83.9,4.08,145.7,97.76,97.62
2019,9,12,19,0.0,0.0,27.67,87.62,4.16,148.3,97.76,97.62
2019,9,12,20,0.0,0.0,27.31,89.69,4.11,150.1,97.75,97.61
2019,9,12,21,0.0,0.0,26.97,90.96,3.56,151.5,97.73,97.59
2019,9,12,22,0.0,0.0,26.6,91.83,2.84,154.1,97.74,97.6
2019,9,12,23,0.0,0.0,26.25,92.5,2.35,157.7,97.77,97.63
2019,9,13,0,3.67,3.8,25.96,93.04,2.03,161.0,97.8,97.66
2019,9,13,1,71.88,79.85,26.91,87.89,2.81,160.0,97.85,97.71
2019,9,13,2,201.55,245.38,29.02,76.96,3.05,148.4,97.91,97.77
2019,9,13,3,360.02,442.4,31.45,64.89,3.54,133.3,97.96,97.82
2019,9,13,4,534.72,615.22,33.1,58.07,3.74,119.1,97.99,97.85
2019,9,13,5,573.53,733.72,34.46,53.05,3.83,112.4,97.95,97.82
2019,9,13,6,752.67,839.65,35.51,49.15,3.63,107.6,97.89,97.75
2019,9,13,7,741.62,819.85,36.25,46.27,3.32,99.9,97.78,97.65
2019,9,13,8,678.47,732.17,36.69,44.57,3.07,88.9,97.67,97.54
2019,9,13,9,553.88,584.38,36.81,43.67,2.92,80.3,97.58,97.45
2019,9,13,10,373.67,393.02,36.47,44.25,2.84,74.9,97.54,97.41
2019,9,13,11,177.07,190.43,35.6,47.43,2.66,73.9,97.53,97.4
2019,9,13,12,32.3,34.45,33.65,56.59,2.26,80.6,97.55,97.41
2019,9,13,13,0.0,0.0,31.26,67.5,2.23,97.0,97.59,97.45
2019,9,13,14,0.0,0.0,30.49,69.77,2.58,111.8,97.67,97.53
2019,9,13,15,0.0,0.0,29.84,72.66,3.06,122.4,97.74,97.6
2019,9,13,16,0.0,0.0,29.2,76.3,3.34,128.7,97.79,97.65
2019,9,13,17,0.0,0.0,28.62,80.14,3.11,132.0,97.82,97.68
2019,9,13,18,0.0,0.0,28.12,83.51,2.57,132.6,97.82,97.68
2019,9,13,19,0.0,0.0,27.74,86.02,2.11,130.4,97.81,97.66
2019,9,13,20,0.0,0.0,27.41,87.92,1.83,124.6,97.77,97.63
2019,9,13,21,0.0,0.0,27.13,89.12,1.75,116.4,97.73,97.59
2019,9,13,22,0.0,0.0,26.86,90.21,1.8,111.2,97.7,97.56
2019,9,13,23,0.0,0.0,26.57,91.41,1.91,109.9,97.69,97.55
2019,9,14,0,3.8,3.78,26.36,92.63,2.12,116.0,97.74,97.59
2019,9,14,1,66.62,82.97,27.73,86.99,3.66,127.3,97.82,97.68
2019,9,14,2,178.52,252.12,30.0,74.65,4.36,135.7,97.9,97.76
2019,9,14,3,330.38,447.08,32.13,62.88,4.2,133.7,97.95,97.81
2019,9,14,4,446.88,593.75,33.82,55.24,3.54,120.8,97.96,97.82
2019,9,14,5,549.4,725.95,35.12,49.99,3.2,106.5,97.92,97.78
2019,9,14,6,542.6,690.58,35.95,46.58,2.99,95.6,97.85,97.72
2019,9,14,7,575.85,673.83,36.49,44.45,2.82,83.9,97.76,97.62
2019,9,14,8,511.38,605.47,36.73,43.18,2.77,73.0,97.67,97.53
2019,9,14,9,410.75,492.12,36.56,43.15,2.87,69.6,97.6,97.46
2019,9,14,10,256.0,322.83,36.0,43.84,3.06,74.6,97.58,97.45
2019,9,14,11,128.1,154.82,34.8,48.01,3.08,86.1,97.6,97.46
2019,9,14,12,24.6,27.33,32.78,56.76,2.86,100.9,97.64,97.5
2019,9,14,13,0.0,0.0,30.63,65.69,2.75,117.8,97.71,97.57
2019,9,14,14,0.0,0.0,29.8,68.58,3.23,127.6,97.79,97.65
2019,9,14,15,0.0,0.0,29.01,72.37,3.28,132.4,97.86,97.72
2019,9,14,16,0.0,0.0,28.36,75.93,3.11,134.5,97.9,97.76
2019,9,14,17,0.0,0.0,27.8,79.36,2.77,135.0,97.91,97.77
2019,9,14,18,0.0,0.0,27.32,82.43,2.47,133.9,97.91,97.77
2019,9,14,19,0.0,0.0,26.89,85.08,2.22,132.4,97.9,97.76
2019,9,14,20,0.0,0.0,26.48,87.54,1.98,131.7,97.87,97.73
2019,9,14,21,0.0,0.0,26.09,89.82,1.65,136.0,97.84,97.7
2019,9,14,22,0.0,0.0,25.78,91.52,1.42,145.3,97.83,97.69
2019,9,14,23,0.0,0.0,25.67,92.19,1.15,158.6,97.85,97.71
2019,9,15,0,1.83,3.55,25.72,91.76,0.78,180.0,97.89,97.75
2019,9,15,1,40.03,80.93,26.92,86.65,0.69,214.4,97.93,97.78
2019,9,15,2,123.8,254.5,29.4,71.45,0.23,214.4,98.0,97.86
2019,9,15,3,234.32,454.45,31.46,60.93,0.83,33.7,98.03,97.9
2019,9,15,4,391.02,620.85,32.92,55.28,1.26,30.4,98.04,97.9
2019,9,15,5,510.6,739.35,34.15,51.44,1.51,21.0,97.99,97.85
2019,9,15,6,587.92,778.4,35.18,48.35,1.75,13.6,97.9,97.76
2019,9,15,7,553.67,751.62,35.86,46.31,1.96,6.7,97.79,97.65
2019,9,15,8,391.65,656.58,36.28,44.84,2.11,1.1,97.67,97.53
2019,9,15,9,393.92,509.17,36.24,44.51,2.28,359.2,97.57,97.44
2019,9,15,10,252.1,327.75,35.9,44.74,2.23,1.8,97.54,97.4
2019,9,15,11,126.1,155.88,35.17,47.01,1.87,6.1,97.55,97.41
2019,9,15,12,23.67,26.98,33.8,53.05,1.4,13.6,97.59,97.45
2019,9,15,13,0.0,0.0,32.2,62.6,1.16,37.3,97.65,97.51
2019,9,15,14,0.0,0.0,31.4,65.31,1.17,58.6,97.71,97.57
2019,9,15,15,0.0,0.0,30.55,68.59,1.14,72.0,97.77,97.63
2019,9,15,16,0.0,0.0,29.87,70.6,0.96,81.6,97.78,97.64
2019,9,15,17,0.0,0.0,29.16,72.74,0.77,90.0,97.78,97.64
2019,9,15,18,0.0,0.0,28.43,76.28,0.64,109.3,97.78,97.63
2019,9,15,19,0.0,0.0,27.78,79.45,0.57,129.3,97.75,97.61
2019,9,15,20,0.0,0.0,27.23,81.94,0.6,153.4,97.72,97.58
2019,9,15,21,0.0,0.0,26.83,83.43,0.69,178.3,97.7,97.56
2019,9,15,22,0.0,0.0,26.52,84.53,0.77,202.9,97.71,97.57
2019,9,15,23,0.0,0.0,26.26,85.09,0.88,225.0,97.73,97.59
2019,9,16,0,3.28,3.5,26.02,85.24,1.01,241.7,97.76,97.62
2019,9,16,1,69.45,78.68,27.15,80.3,1.16,254.5,97.8,97.66
2019,9,16,2,199.02,242.3,29.59,68.16,0.86,272.7,97.85,97.71
2019,9,16,3,358.42,422.95,32.19,56.09,1.15,317.5,97.86,97.72
2019,9,16,4,506.95,591.92,33.8,49.83,2.17,328.6,97.84,97.7
2019,9,16,5,640.7,713.78,35.15,45.34,2.81,335.8,97.8,97.66
2019,9,16,6,783.08,790.83,36.23,41.78,3.19,339.5,97.74,97.61
2019,9,16,7,711.72,771.35,36.98,38.84,3.58,340.6,97.66,97.53
2019,9,16,8,663.78,681.15,37.24,37.17,4.0,341.2,97.57,97.43
2019,9,16,9,521.85,523.7,37.22,35.73,4.09,345.7,97.49,97.36
2019,9,16,10,344.52,347.35,36.78,36.34,3.67,352.5,97.47,97.34
2019,9,16,11,161.82,162.98,35.86,38.5,3.08,359.4,97.47,97.34
2019,9,16,12,26.45,26.6,33.23,53.78,2.03,14.2,97.48,97.34
2019,9,16,13,0.0,0.0,31.15,60.19,2.16,37.1,97.51,97.37
2019,9,16,14,0.0,0.0,30.36,62.25,2.19,50.4,97.55,97.41
2019,9,16,15,0.0,0.0,29.55,64.69,2.28,59.9,97.59,97.45
2019,9,16,16,0.0,0.0,28.72,67.06,2.4,68.5,97.61,97.47
