Latitude (decimal degrees):	28.627
Longitude (decimal degrees):	77.172
Elevation (m):	243
Radiation database:	PVGIS-ERA5


Slope: 15 deg. 
Azimuth: -179 deg. 
Nominal power of the PV system (c-Si) (kWp):	50.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20150118:1330,0.0,0.0,0.0,16.51,2.28,0.0
20150118:1430,0.0,0.0,0.0,14.84,2.28,0.0
20150118:1530,0.0,0.0,0.0,13.46,2.28,0.0
20150118:1630,0.0,0.0,0.0,12.28,2.28,0.0
20150118:1730,0.0,0.0,0.0,11.28,2.14,0.0
20150118:1830,0.0,0.0,0.0,10.41,2.07,0.0
20150118:1930,0.0,0.0,0.0,10.8,0.83,0.0
20150118:2030,0.0,0.0,0.0,10.03,0.97,0.0
20150118:2130,0.0,0.0,0.0,9.23,1.1,0.0
20150118:2230,0.0,0.0,0.0,8.27,1.31,0.0
20150118:2330,0.0,0.0,0.0,7.45,1.52,0.0
20150119:0030,0.0,0.0,0.0,6.69,1.79,0.0
20150119:0130,0.0,0.0,-3.75,6.34,1.93,0.0
20150119:0230,690.0,36.1,8.2,6.15,2.0,0.0
20150119:0330,5226.0,174.7,19.24,8.59,1.17,0.0
20150119:0430,11212.5,312.49,28.85,13.15,1.17,0.0
20150119:0530,15609.0,416.83,36.25,16.11,1.31,0.0
20150119:0630,17846.0,472.55,40.43,17.94,1.72,0.0
20150119:0730,17854.0,473.65,40.55,18.31,1.72,0.0
20150119:0830,15551.5,420.01,36.59,19.11,1.72,0.0
20150119:0930,11087.0,317.42,29.35,19.58,1.72,0.0
20150119:1030,5149.5,180.42,19.84,19.62,1.52,0.0
20150119:1130,729.5,39.96,8.87,19.24,1.24,0.0
20150119:1230,0.0,0.0,-3.04,18.2,1.24,0.0
20150119:1330,0.0,0.0,0.0,16.33,1.52,0.0
20150119:1430,0.0,0.0,0.0,14.56,1.86,0.0
20150119:1530,0.0,0.0,0.0,13.07,2.14,0.0
20150119:1630,0.0,0.0,0.0,11.89,2.21,0.0
20150119:1730,0.0,0.0,0.0,10.91,2.07,0.0
20150119:1830,0.0,0.0,0.0,10.03,2.0,0.0
20150119:1930,0.0,0.0,0.0,9.34,1.72,0.0
20150119:2030,0.0,0.0,0.0,8.66,1.79,0.0
20150119:2130,0.0,0.0,0.0,8.08,1.79,0.0
20150119:2230,0.0,0.0,0.0,7.57,1.79,0.0
20150119:2330,0.0,0.0,0.0,7.18,1.59,0.0
20150120:0030,0.0,0.0,0.0,7.25,1.31,0.0
20150120:0130,0.0,0.0,-3.71,7.06,1.24,0.0
20150120:0230,807.0,39.27,8.26,6.22,1.52,0.0
20150120:0330,5335.0,176.13,19.33,8.66,1.1,0.0
20150120:0430,11289.0,313.42,28.97,13.25,1.45,0.0
20150120:0530,15758.0,418.4,36.42,15.96,1.79,0.0
20150120:0630,17351.0,455.56,40.63,17.77,2.21,0.0
20150120:0730,18086.5,475.24,40.78,17.56,2.28,0.0
20150120:0830,15692.0,418.85,36.82,18.52,2.55,0.0
20150120:0930,11262.5,318.59,29.56,19.03,2.83,0.0
20150120:1030,5317.0,182.94,20.04,19.08,3.17,0.0
20150120:1130,792.5,42.83,9.05,18.61,3.52,0.0
20150120:1230,0.0,0.0,-2.87,16.97,2.97,0.0
20150120:1330,0.0,0.0,0.0,14.72,3.1,0.0
20150120:1430,0.0,0.0,0.0,13.48,3.17,0.0
20150120:1530,0.0,0.0,0.0,12.58,3.17,0.0
20150120:1630,0.0,0.0,0.0,11.87,3.24,0.0
20150120:1730,0.0,0.0,0.0,11.42,3.38,0.0
20150120:1830,0.0,0.0,0.0,11.02,3.38,0.0
20150120:1930,0.0,0.0,0.0,10.35,3.17,0.0
20150120:2030,0.0,0.0,0.0,10.1,2.97,0.0
20150120:2130,0.0,0.0,0.0,9.94,2.76,0.0
20150120:2230,0.0,0.0,0.0,9.82,2.9,0.0
20150120:2330,0.0,0.0,0.0,10.34,2.97,0.0
20150121:0030,0.0,0.0,0.0,10.48,2.9,0.0
20150121:0130,0.0,0.0,-3.66,10.62,2.55,0.0
20150121:0230,947.0,37.88,8.33,10.6,1.72,0.0
20150121:0330,3841.5,117.21,19.42,11.23,1.79,0.0
20150121:0430,7436.5,198.39,29.1,12.34,2.76,0.0
20150121:0530,7599.0,198.98,36.59,13.51,4.28,0.0
20150121:0630,11350.0,288.7,40.84,13.73,4.55,0.0
20150121:0730,9918.0,255.59,41.0,15.17,3.72,0.0
20150121:0830,13234.5,342.67,37.05,15.24,4.07,0.0
20150121:0930,9763.5,266.38,29.78,16.06,4.55,0.0
20150121:1030,4342.0,135.62,20.24,16.24,4.41,0.0
20150121:1130,1078.5,45.09,9.23,15.79,4.48,0.0
20150121:1230,0.0,0.0,-2.7,14.8,3.59,0.0
20150121:1330,0.0,0.0,0.0,13.45,3.31,0.0
20150121:1430,0.0,0.0,0.0,12.91,2.76,0.0
20150121:1530,0.0,0.0,0.0,12.34,2.76,0.0
20150121:1630,0.0,0.0,0.0,11.69,2.9,0.0
20150121:1730,0.0,0.0,0.0,11.51,2.83,0.0
20150121:1830,0.0,0.0,0.0,11.14,2.55,0.0
20150121:1930,0.0,0.0,0.0,11.44,2.48,0.0
20150121:2030,0.0,0.0,0.0,11.2,2.55,0.0
20150121:2130,0.0,0.0,0.0,11.49,2.41,0.0
20150121:2230,0.0,0.0,0.0,11.56,2.76,0.0
20150121:2330,0.0,0.0,0.0,11.4,2.83,0.0
20150122:0030,0.0,0.0,0.0,11.39,2.21,0.0
20150122:0130,0.0,0.0,-3.61,11.25,1.93,0.0
20150122:0230,336.5,18.8,8.4,11.17,2.28,0.0
20150122:0330,2708.0,88.06,19.52,11.63,2.62,0.0
20150122:0430,5696.0,155.47,29.24,12.62,3.03,0.0
20150122:0530,11065.5,282.51,36.76,12.91,3.72,0.0
20150122:0630,9990.5,255.29,41.05,13.75,3.93,0.0
20150122:0730,12917.0,328.23,41.24,13.7,3.03,0.0
20150122:0830,11104.0,286.4,37.28,14.7,3.1,0.0
20150122:0930,4711.5,130.52,30.0,15.52,3.38,0.0
20150122:1030,1980.5,65.52,20.44,15.13,3.17,0.0
20150122:1130,490.0,24.17,9.42,14.77,3.03,0.0
20150122:1230,0.0,0.0,-2.53,14.18,2.34,0.0
20150122:1330,0.0,0.0,0.0,13.4,2.21,0.0
20150122:1430,0.0,0.0,0.0,13.04,2.21,0.0
20150122:1530,0.0,0.0,0.0,12.8,2.21,0.0
20150122:1630,0.0,0.0,0.0,12.54,2.14,0.0
20150122:1730,0.0,0.0,0.0,12.19,1.93,0.0
20150122:1830,0.0,0.0,0.0,12.04,1.79,0.0
20150122:1930,0.0,0.0,0.0,11.19,1.45,0.0
20150122:2030,0.0,0.0,0.0,11.25,1.59,0.0
20150122:2130,0.0,0.0,0.0,11.29,1.72,0.0
20150122:2230,0.0,0.0,0.0,11.05,1.79,0.0
20150122:2330,0.0,0.0,0.0,10.98,1.66,0.0
20150123:0030,0.0,0.0,0.0,11.03,1.38,0.0
20150123:0130,0.0,0.0,-3.55,11.04,1.1,0.0
20150123:0230,625.0,27.64,8.48,11.01,0.69,0.0
20150123:0330,2938.0,88.92,19.63,11.49,0.34,0.0
20150123:0430,6975.0,190.25,29.38,12.55,0.48,0.0
20150123:0530,12354.5,322.73,36.94,14.15,0.62,0.0
20150123:0630,10513.0,273.33,41.27,15.85,0.83,0.0
20150123:0730,11142.5,290.9,41.47,16.77,0.62,0.0
20150123:0830,8341.5,221.22,37.52,17.48,1.03,0.0
20150123:0930,5448.5,149.96,30.22,17.84,1.52,0.0
20150123:1030,2716.5,82.86,20.64,17.64,2.0,0.0
20150123:1130,787.5,32.89,9.6,17.38,2.34,0.0
20150123:1230,0.0,0.0,-2.36,16.82,2.21,0.0
20150123:1330,0.0,0.0,0.0,16.16,2.28,0.0
20150123:1430,0.0,0.0,0.0,15.67,2.34,0.0
20150123:1530,0.0,0.0,0.0,15.1,2.14,0.0
20150123:1630,0.0,0.0,0.0,14.57,2.0,0.0
20150123:1730,0.0,0.0,0.0,13.98,1.93,0.0
20150123:1830,0.0,0.0,0.0,13.59,1.93,0.0
20150123:1930,0.0,0.0,0.0,13.85,2.07,0.0
20150123:2030,0.0,0.0,0.0,13.1,2.07,0.0
20150123:2130,0.0,0.0,0.0,12.5,2.07,0.0
20150123:2230,0.0,0.0,0.0,11.98,2.21,0.0
20150123:2330,0.0,0.0,0.0,11.49,2.34,0.0
20150124:0030,0.0,0.0,0.0,11.16,2.34,0.0
20150124:0130,0.0,0.0,-3.49,11.14,2.21,0.0
20150124:0230,1229.5,48.11,8.56,10.8,2.28,0.0
20150124:0330,5692.5,172.34,19.74,12.07,2.14,0.0
20150124:0430,10806.0,292.38,29.53,14.23,2.48,0.0
20150124:0530,14792.5,384.75,37.13,16.09,2.48,0.0
20150124:0630,13188.5,339.82,41.49,17.3,2.97,0.0
20150124:0730,11137.0,287.44,41.72,17.07,3.03,0.0
20150124:0830,10133.0,263.73,37.76,17.08,2.9,0.0
20150124:0930,7962.5,214.29,30.45,17.23,2.69,0.0
20150124:1030,4276.0,126.85,20.85,17.28,2.41,0.0
20150124:1130,1126.0,48.46,9.79,17.0,2.0,0.0
20150124:1230,0.0,0.0,-2.19,16.57,1.79,0.0
20150124:1330,0.0,0.0,0.0,15.34,2.0,0.0
20150124:1430,0.0,0.0,0.0,14.43,1.86,0.0
20150124:1530,0.0,0.0,0.0,14.16,1.59,0.0
20150124:1630,0.0,0.0,0.0,14.2,1.45,0.0
20150124:1730,0.0,0.0,0.0,13.58,1.79,0.0
20150124:1830,0.0,0.0,0.0,12.96,1.79,0.0
20150124:1930,0.0,0.0,0.0,12.65,1.86,0.0
20150124:2030,0.0,0.0,0.0,12.63,1.86,0.0
20150124:2130,0.0,0.0,0.0,12.39,1.93,0.0
20150124:2230,0.0,0.0,0.0,12.43,1.93,0.0
20150124:2330,0.0,0.0,0.0,11.98,2.0,0.0
20150125:0030,0.0,0.0,0.0,11.78,2.14,0.0
20150125:0130,0.0,0.0,-3.42,11.55,2.21,0.0
20150125:0230,984.0,42.05,8.65,11.29,2.21,0.0
20150125:0330,4802.0,148.42,19.86,12.32,2.07,0.0
20150125:0430,10068.5,271.65,29.68,13.98,2.14,0.0
20150125:0530,15349.0,399.23,37.32,15.43,2.41,0.0
20150125:0630,14843.5,383.07,41.72,16.54,2.28,0.0
20150125:0730,16170.5,417.07,41.97,16.04,2.14,0.0
20150125:0830,15754.0,413.83,38.01,16.67,2.14,0.0
20150125:0930,11457.0,316.01,30.68,17.27,1.86,0.0
20150125:1030,6280.5,202.42,21.06,17.44,1.66,0.0
20150125:1130,1125.5,57.75,9.98,17.26,1.45,0.0
20150125:1230,0.0,0.0,-2.02,16.47,1.24,0.0
20150125:1330,0.0,0.0,0.0,14.93,1.59,0.0
20150125:1430,0.0,0.0,0.0,13.26,1.79,0.0
20150125:1530,0.0,0.0,0.0,11.79,1.86,0.0
20150125:1630,0.0,0.0,0.0,10.68,2.0,0.0
20150125:1730,0.0,0.0,0.0,9.83,2.14,0.0
20150125:1830,0.0,0.0,0.0,9.08,2.07,0.0
20150125:1930,0.0,0.0,0.0,10.18,2.14,0.0
20150125:2030,0.0,0.0,0.0,10.1,2.07,0.0
20150125:2130,0.0,0.0,0.0,9.92,2.0,0.0
20150125:2230,0.0,0.0,0.0,9.53,2.14,0.0
20150125:2330,0.0,0.0,0.0,9.21,2.07,0.0
20150126:0030,0.0,0.0,0.0,8.69,2.0,0.0
20150126:0130,0.0,0.0,-3.35,8.25,1.93,0.0
20150126:0230,1045.0,47.45,8.75,8.05,1.79,0.0
20150126:0330,5454.0,172.57,19.98,9.87,1.1,0.0
20150126:0430,11234.5,305.51,29.84,13.8,1.17,0.0
20150126:0530,15389.0,405.07,37.52,16.0,1.59,0.0
20150126:0630,13640.0,354.44,41.96,17.01,1.59,0.0
20150126:0730,14216.5,367.75,42.22,16.94,2.07,0.0
20150126:0830,13737.5,359.76,38.26,17.43,2.34,0.0
20150126:0930,9802.0,267.53,30.91,18.02,2.69,0.0
20150126:1030,5946.0,176.18,21.27,17.84,2.69,0.0
20150126:1130,1415.5,55.67,10.17,17.61,2.48,0.0
20150126:1230,0.0,0.0,-1.84,16.69,1.72,0.0
20150126:1330,0.0,0.0,0.0,15.56,1.93,0.0
20150126:1430,0.0,0.0,0.0,14.59,1.93,0.0
20150126:1530,0.0,0.0,0.0,14.02,2.0,0.0
20150126:1630,0.0,0.0,0.0,13.4,2.07,0.0
20150126:1730,0.0,0.0,0.0,12.68,2.21,0.0
20150126:1830,0.0,0.0,0.0,11.98,2.34,0.0
20150126:1930,0.0,0.0,0.0,12.02,2.41,0.0
20150126:2030,0.0,0.0,0.0,11.48,2.34,0.0
20150126:2130,0.0,0.0,0.0,10.9,2.28,0.0
20150126:2230,0.0,0.0,0.0,10.7,2.14,0.0
20150126:2330,0.0,0.0,0.0,10.19,2.21,0.0
20150127:0030,0.0,0.0,0.0,10.16,2.21,0.0
20150127:0130,0.0,0.0,-3.27,9.6,2.21,0.0
20150127:0230,1057.0,47.45,8.85,8.8,2.21,0.0
20150127:0330,5602.0,173.53,20.11,10.52,1.52,0.0
20150127:0430,11118.5,301.54,30.0,13.38,1.59,0.0
20150127:0530,15629.5,407.39,37.73,15.55,2.21,0.0
20150127:0630,18306.0,473.06,42.2,16.65,2.9,0.0
20150127:0730,17800.0,457.78,42.48,17.13,3.72,0.0
20150127:0830,17044.0,445.05,38.51,17.35,3.66,0.0
20150127:0930,12634.0,343.94,31.15,17.58,3.79,0.0
20150127:1030,6485.0,207.23,21.48,17.38,3.93,0.0
20150127:1130,1226.0,62.91,10.36,16.77,3.79,0.0
20150127:1230,0.0,0.0,-1.67,15.33,2.9,0.0
20150127:1330,0.0,0.0,0.0,13.19,2.83,0.0
20150127:1430,0.0,0.0,0.0,11.89,2.83,0.0
20150127:1530,0.0,0.0,0.0,10.99,2.9,0.0
20150127:1630,0.0,0.0,0.0,10.3,2.9,0.0
20150127:1730,0.0,0.0,0.0,9.69,2.97,0.0
20150127:1830,0.0,0.0,0.0,9.19,2.97,0.0
20150127:1930,0.0,0.0,0.0,9.33,3.17,0.0
20150127:2030,0.0,0.0,0.0,8.89,3.17,0.0
20150127:2130,0.0,0.0,0.0,8.4,3.24,0.0
20150127:2230,0.0,0.0,0.0,7.95,3.24,0.0
20150127:2330,0.0,0.0,0.0,7.54,3.1,0.0
20150128:0030,0.0,0.0,0.0,7.22,3.03,0.0
20150128:0130,0.0,0.0,-3.19,6.94,3.03,0.0
20150128:0230,1074.0,51.97,8.95,6.8,3.1,0.0
20150128:0330,6335.0,197.61,20.24,8.3,3.1,0.0
20150128:0430,12867.0,342.13,30.17,10.97,3.66,0.0
20150128:0530,17620.0,451.65,37.94,13.25,3.66,0.0
20150128:0630,19797.5,505.64,42.45,15.14,3.72,0.0
20150128:0730,19844.0,507.92,42.75,15.96,3.93,0.0
20150128:0830,17083.5,443.62,38.77,16.71,3.79,0.0
20150128:0930,12992.0,352.25,31.38,17.07,3.66,0.0
20150128:1030,6746.5,214.27,21.69,17.08,3.59,0.0
20150128:1130,1315.0,66.04,10.55,16.65,3.38,0.0
20150128:1230,0.0,0.0,-1.5,15.25,2.55,0.0
20150128:1330,0.0,0.0,0.0,13.04,2.76,0.0
20150128:1430,0.0,0.0,0.0,11.64,2.69,0.0
20150128:1530,0.0,0.0,0.0,10.53,2.62,0.0
20150128:1630,0.0,0.0,0.0,9.59,2.48,0.0
20150128:1730,0.0,0.0,0.0,8.73,2.55,0.0
20150128:1830,0.0,0.0,0.0,8.08,2.62,0.0
20150128:1930,0.0,0.0,0.0,7.82,2.62,0.0
20150128:2030,0.0,0.0,0.0,7.28,2.62,0.0
20150128:2130,0.0,0.0,0.0,6.78,2.48,0.0
20150128:2230,0.0,0.0,0.0,6.25,2.34,0.0
20150128:2330,0.0,0.0,0.0,5.75,2.28,0.0
20150129:0030,0.0,0.0,0.0,5.28,2.28,0.0
20150129:0130,0.0,0.0,-3.1,4.94,2.28,0.0
20150129:0230,1050.0,52.65,9.06,4.76,2.34,0.0
20150129:0330,6474.5,200.36,20.38,6.99,2.0,0.0
20150129:0430,12919.5,344.6,30.35,10.89,2.41,0.0
20150129:0530,17641.5,454.99,38.16,13.7,2.83,0.0
20150129:0630,20001.0,511.84,42.7,15.42,3.59,0.0
20150129:0730,20013.0,515.16,43.02,16.59,3.52,0.0
20150129:0830,17699.0,460.83,39.03,17.35,3.79,0.0
20150129:0930,13156.5,356.85,31.62,17.7,4.14,0.0
20150129:1030,6906.5,217.81,21.91,17.64,4.28,0.0
20150129:1130,1370.0,68.7,10.74,17.12,4.07,0.0
20150129:1230,0.0,0.0,-1.32,15.5,3.17,0.0
20150129:1330,0.0,0.0,0.0,13.19,3.03,0.0
20150129:1430,0.0,0.0,0.0,11.72,3.03,0.0
20150129:1530,0.0,0.0,0.0,10.63,2.97,0.0
20150129:1630,0.0,0.0,0.0,9.76,2.97,0.0
20150129:1730,0.0,0.0,0.0,9.05,2.9,0.0
20150129:1830,0.0,0.0,0.0,8.5,2.9,0.0
20150129:1930,0.0,0.0,0.0,8.14,2.62,0.0
20150129:2030,0.0,0.0,0.0,7.67,2.69,0.0
20150129:2130,0.0,0.0,0.0,7.23,2.69,0.0
20150129:2230,0.0,0.0,0.0,6.83,2.69,0.0
20150129:2330,0.0,0.0,0.0,6.47,2.62,0.0
20150130:0030,0.0,0.0,0.0,6.07,2.48,0.0
20150130:0130,0.0,0.0,-3.01,5.65,2.41,0.0
20150130:0230,1099.5,54.93,9.18,5.34,2.48,0.0
20150130:0330,6633.0,204.41,20.53,7.67,2.28,0.0
20150130:0430,13146.5,350.1,30.53,11.63,2.9,0.0
20150130:0530,17902.0,460.52,38.38,14.39,3.59,0.0
20150130:0630,20345.0,520.15,42.96,16.23,4.28,0.0
20150130:0730,20419.5,523.85,43.29,17.52,4.69,0.0
20150130:0830,18095.5,470.2,39.3,18.29,4.83,0.0
20150130:0930,13486.5,365.45,31.87,18.66,4.97,0.0
20150130:1030,7116.0,223.41,22.12,18.61,4.9,0.0
20150130:1130,1445.5,72.0,10.93,18.04,4.34,0.0
20150130:1230,0.0,0.0,-1.15,16.44,3.52,0.0
20150130:1330,0.0,0.0,0.0,14.1,3.17,0.0
20150130:1430,0.0,0.0,0.0,12.68,3.24,0.0
20150130:1530,0.0,0.0,0.0,11.67,3.17,0.0
20150130:1630,0.0,0.0,0.0,10.82,3.17,0.0
20150130:1730,0.0,0.0,0.0,10.13,3.17,0.0
20150130:1830,0.0,0.0,0.0,9.54,3.1,0.0
20150130:1930,0.0,0.0,0.0,9.19,3.03,0.0
20150130:2030,0.0,0.0,0.0,8.79,3.03,0.0
20150130:2130,0.0,0.0,0.0,8.51,3.17,0.0
20150130:2230,0.0,0.0,0.0,8.32,3.17,0.0
20150130:2330,0.0,0.0,0.0,8.15,3.24,0.0
20150131:0030,0.0,0.0,0.0,7.99,3.24,0.0
20150131:0130,0.0,0.0,-2.91,7.82,3.17,0.0
20150131:0230,1400.0,59.89,9.3,7.66,3.1,0.0
20150131:0330,6811.5,201.61,20.68,9.6,2.76,0.0
20150131:0430,12554.0,329.27,30.72,12.68,3.17,0.0
20150131:0530,16905.5,433.93,38.61,15.11,3.45,0.0
20150131:0630,19921.0,511.79,43.22,16.95,3.79,0.0
20150131:0730,19993.0,515.93,43.57,18.46,4.21,0.0
20150131:0830,17730.5,463.84,39.57,19.36,4.21,0.0
20150131:0930,13234.0,361.07,32.11,19.81,4.0,0.0
20150131:1030,7045.5,221.6,22.34,19.87,3.79,0.0
20150131:1130,1488.5,73.31,11.13,19.4,3.1,0.0
20150131:1230,0.0,0.0,-0.97,17.85,2.21,0.0
20150131:1330,0.0,0.0,0.0,16.02,2.34,0.0
20150131:1430,0.0,0.0,0.0,14.51,2.21,0.0
20150131:1530,0.0,0.0,0.0,13.25,2.14,0.0
20150131:1630,0.0,0.0,0.0,12.03,1.93,0.0
20150131:1730,0.0,0.0,0.0,10.8,1.79,0.0
20150131:1830,0.0,0.0,0.0,9.83,1.86,0.0
20150131:1930,0.0,0.0,0.0,9.31,1.72,0.0
20150131:2030,0.0,0.0,0.0,8.75,1.79,0.0
20150131:2130,0.0,0.0,0.0,8.3,1.79,0.0
20150131:2230,0.0,0.0,0.0,7.92,1.79,0.0
20150131:2330,0.0,0.0,0.0,7.6,1.93,0.0
20150201:0030,0.0,0.0,0.0,7.33,1.86,0.0
20150201:0130,0.0,0.0,-2.81,7.1,1.93,0.0
20150201:0230,1316.5,58.55,9.42,6.96,1.93,0.0
20150201:0330,6824.5,199.54,20.83,9.91,1.31,0.0
20150201:0430,12304.0,328.34,30.91,14.26,1.66,0.0
20150201:0530,16785.5,438.21,38.84,16.74,2.0,0.0
20150201:0630,18781.5,491.05,43.49,18.49,2.07,0.0
20150201:0730,17758.0,464.67,43.86,19.73,2.34,0.0
20150201:0830,14847.5,390.72,39.84,20.24,2.14,0.0
20150201:0930,7724.5,209.7,32.36,20.6,1.86,0.0
20150201:1030,4725.5,137.66,22.56,20.09,1.93,0.0
20150201:1130,1048.5,40.15,11.32,19.63,1.52,0.0
20150201:1230,0.0,0.0,-0.8,18.37,2.21,0.0
20150201:1330,0.0,0.0,0.0,16.94,2.41,0.0
20150201:1430,0.0,0.0,0.0,16.05,2.34,0.0
20150201:1530,0.0,0.0,0.0,14.98,2.62,0.0
20150201:1630,0.0,0.0,0.0,14.14,2.76,0.0
20150201:1730,0.0,0.0,0.0,13.58,2.76,0.0
20150201:1830,0.0,0.0,0.0,13.11,2.83,0.0
20150201:1930,0.0,0.0,0.0,12.8,2.69,0.0
20150201:2030,0.0,0.0,0.0,12.5,2.97,0.0
20150201:2130,0.0,0.0,0.0,12.32,3.1,0.0
20150201:2230,0.0,0.0,0.0,12.07,3.17,0.0
20150201:2330,0.0,0.0,0.0,11.65,3.1,0.0
20150202:0030,0.0,0.0,0.0,11.3,3.1,0.0
20150202:0130,0.0,0.0,-2.7,11.13,3.17,0.0
20150202:0230,1363.0,56.95,9.55,10.96,3.24,0.0
20150202:0330,5127.0,148.73,20.99,12.47,3.1,0.0
20150202:0430,11974.5,317.17,31.11,14.39,3.31,0.0
20150202:0530,13575.0,349.13,39.08,16.86,4.14,0.0
20150202:0630,16767.0,428.76,43.77,17.86,4.21,0.0
20150202:0730,18623.5,480.43,44.15,20.32,5.1,0.0
20150202:0830,16211.0,423.23,40.12,21.37,5.59,0.0
20150202:0930,10851.5,294.38,32.61,21.59,5.66,0.0
20150202:1030,6953.5,213.58,22.78,21.15,5.59,0.0
20150202:1130,1660.0,72.46,11.52,20.84,5.24,0.0
20150202:1230,0.0,0.0,-0.63,19.45,4.28,0.0
20150202:1330,0.0,0.0,0.0,17.92,4.14,0.0
20150202:1430,0.0,0.0,0.0,16.78,4.0,0.0
20150202:1530,0.0,0.0,0.0,15.92,4.07,0.0
20150202:1630,0.0,0.0,0.0,15.55,4.28,0.0
20150202:1730,0.0,0.0,0.0,15.07,4.34,0.0
20150202:1830,0.0,0.0,0.0,14.96,4.62,0.0
20150202:1930,0.0,0.0,0.0,15.39,4.97,0.0
20150202:2030,0.0,0.0,0.0,15.09,4.41,0.0
20150202:2130,0.0,0.0,0.0,14.44,2.83,0.0
20150202:2230,0.0,0.0,0.0,13.79,3.59,0.0
20150202:2330,0.0,0.0,0.0,13.86,4.28,0.0
20150203:0030,0.0,0.0,0.0,14.27,4.62,0.0
20150203:0130,0.0,0.0,-2.59,14.54,4.62,0.0
20150203:0230,1000.5,41.55,9.69,14.53,4.62,0.0
20150203:0330,5481.5,158.83,21.16,14.8,5.03,0.0
20150203:0430,8602.5,230.24,31.31,15.88,4.83,0.0
20150203:0530,15032.0,384.61,39.33,17.02,5.52,0.0
20150203:0630,17457.0,443.98,44.05,18.68,6.14,0.0
20150203:0730,14974.0,389.24,44.44,21.05,3.72,0.0
20150203:0830,12700.0,334.81,40.4,21.72,2.9,0.0
20150203:0930,11339.0,305.04,32.86,21.77,2.21,0.0
20150203:1030,6691.5,207.08,23.0,21.79,1.52,0.0
20150203:1130,1595.5,72.98,11.71,21.65,1.31,0.0
20150203:1230,0.0,0.0,-0.45,20.88,1.24,0.0
20150203:1330,0.0,0.0,0.0,19.27,2.21,0.0
20150203:1430,0.0,0.0,0.0,17.01,3.24,0.0
20150203:1530,0.0,0.0,0.0,16.17,3.59,0.0
20150203:1630,0.0,0.0,0.0,14.94,3.1,0.0
20150203:1730,0.0,0.0,0.0,13.98,2.55,0.0
20150203:1830,0.0,0.0,0.0,13.23,2.07,0.0
20150203:1930,0.0,0.0,0.0,12.04,1.38,0.0
20150203:2030,0.0,0.0,0.0,11.21,1.59,0.0
20150203:2130,0.0,0.0,0.0,10.54,1.93,0.0
20150203:2230,0.0,0.0,0.0,10.12,2.07,0.0
20150203:2330,0.0,0.0,0.0,9.94,2.07,0.0
20150204:0030,0.0,0.0,0.0,9.94,2.0,0.0
20150204:0130,0.0,0.0,-2.47,10.06,2.21,0.0
20150204:0230,1906.5,60.9,9.83,10.27,2.62,0.0
20150204:0330,5613.0,149.38,21.33,10.82,2.62,0.0
20150204:0430,9905.5,253.36,31.52,11.93,2.55,0.0
20150204:0530,15949.5,403.56,39.58,13.34,3.17,0.0
20150204:0630,18779.0,478.78,44.34,16.06,3.38,0.0
20150204:0730,19255.0,494.88,44.74,17.58,3.38,0.0
20150204:0830,17190.5,447.02,40.68,19.03,3.31,0.0
20150204:0930,13833.0,371.76,33.11,19.59,3.45,0.0
20150204:1030,7875.0,239.58,23.22,19.8,3.52,0.0
20150204:1130,1911.5,87.26,11.91,19.54,3.45,0.0
20150204:1230,0.0,0.0,-0.28,18.3,2.83,0.0
20150204:1330,0.0,0.0,0.0,16.02,3.03,0.0
20150204:1430,0.0,0.0,0.0,14.69,3.24,0.0
20150204:1530,0.0,0.0,0.0,13.74,3.31,0.0
20150204:1630,0.0,0.0,0.0,12.96,3.31,0.0
20150204:1730,0.0,0.0,0.0,12.3,3.24,0.0
20150204:1830,0.0,0.0,0.0,11.77,3.24,0.0
20150204:1930,0.0,0.0,0.0,11.35,3.38,0.0
20150204:2030,0.0,0.0,0.0,11.03,3.38,0.0
20150204:2130,0.0,0.0,0.0,10.71,3.38,0.0
20150204:2230,0.0,0.0,0.0,10.38,3.31,0.0
20150204:2330,0.0,0.0,0.0,10.08,3.24,0.0
20150205:0030,0.0,0.0,0.0,9.67,3.17,0.0
20150205:0130,0.0,0.0,-2.35,9.34,3.03,0.0
20150205:0230,1485.0,69.08,9.97,9.08,2.9,0.0
20150205:0330,7483.0,223.97,21.5,10.7,2.69,0.0
20150205:0430,14138.5,373.87,31.73,13.47,2.97,0.0
20150205:0530,18850.5,487.14,39.83,15.92,3.03,0.0
20150205:0630,21212.0,549.18,44.63,17.9,3.17,0.0
20150205:0730,21249.0,553.73,45.04,19.14,3.1,0.0
20150205:0830,18983.0,499.59,40.97,19.97,3.03,0.0
20150205:0930,14470.0,392.63,33.36,20.37,2.97,0.0
20150205:1030,8163.5,248.47,23.44,20.4,2.83,0.0
20150205:1130,2012.5,91.59,12.1,19.98,2.62,0.0
20150205:1230,0.0,0.0,-0.1,18.61,2.07,0.0
20150205:1330,0.0,0.0,0.0,16.58,2.48,0.0
20150205:1430,0.0,0.0,0.0,14.75,2.41,0.0
20150205:1530,0.0,0.0,0.0,13.38,2.34,0.0
20150205:1630,0.0,0.0,0.0,12.23,2.28,0.0
20150205:1730,0.0,0.0,0.0,11.22,2.28,0.0
20150205:1830,0.0,0.0,0.0,10.34,2.21,0.0
20150205:1930,0.0,0.0,0.0,9.55,2.14,0.0
20150205:2030,0.0,0.0,0.0,8.9,2.07,0.0
